url	Project	Assembly	Type	Biosource	Assay	Replicate	Dataset	Description	Lab	Publications	Accession	Experiment	name	color	altColor
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/c9eefa18-953a-44f0-9b20-e9cd3c46955d/4DNFIAN63RZ9.bw	4DN	GRCm38	compartments	F123-CASTx129 with Sox2 tags and RMCE site between Sox2 and its SE	MboI	merged replicates	Hi-C on Sox2 tagged F123 cells		Bing Ren, UCSD	Huang H et al. (2021) PMID:34002095	4DNFIAN63RZ9	DNES2Y6YG9E	compartments for F123-CASTx129 with Sox2 tags and RMCE site between Sox2 and its SE in situ Hi-C MboI	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/c2d3781f-9f9d-401a-bf91-4038b79dcd68/4DNFID35RPSA.bed.gz	4DN	GRCm38	boundaries	G1E-ER4 with mCherry-MD	DpnII	merged replicates	Hi-C on sync.G1E-ER4		Gerd Blobel, CHOP	Zhang H et al. (2019) PMID:31776509	4DNFID35RPSA	DNESWNF3Y23	boundaries for G1E-ER4 with mCherry-MD in situ Hi-C DpnII	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/5139aa9e-2eb3-4deb-843a-e34a881811d2/4DNFIUEZY92Y.bw	4DN	GRCm38	insulation score-diamond	G1E-ER4 with mCherry-MD	DpnII	merged replicates	Hi-C on sync.G1E-ER4		Gerd Blobel, CHOP	Zhang H et al. (2019) PMID:31776509	4DNFIUEZY92Y	DNESWNF3Y23	insulation score-diamond for G1E-ER4 with mCherry-MD in situ Hi-C DpnII	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/c45809ba-0009-48a6-9993-0607a8f8a834/4DNFIHNJH62W.bw	4DN	GRCm38	compartments	G1E-ER4 with mCherry-MD	DpnII	merged replicates	Hi-C on sync.G1E-ER4		Gerd Blobel, CHOP	Zhang H et al. (2019) PMID:31776509	4DNFIHNJH62W	DNESWNF3Y23	compartments for G1E-ER4 with mCherry-MD in situ Hi-C DpnII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/78c4ecd9-92fd-43a7-92d4-b8c5857544c9/4DNFIHKLR2EB.bed.gz	4DN	GRCm38	boundaries	G1E-ER4 with mCherry-MD	DpnII	merged replicates	Hi-C on sync.G1E-ER4		Gerd Blobel, CHOP	Zhang H et al. (2019) PMID:31776509	4DNFIHKLR2EB	DNESWLWNWV8	boundaries for G1E-ER4 with mCherry-MD in situ Hi-C DpnII	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/020b7a3d-0482-4647-85ee-9dde65153c41/4DNFI3H5QTBH.bw	4DN	GRCm38	insulation score-diamond	G1E-ER4 with mCherry-MD	DpnII	merged replicates	Hi-C on sync.G1E-ER4		Gerd Blobel, CHOP	Zhang H et al. (2019) PMID:31776509	4DNFI3H5QTBH	DNESWLWNWV8	insulation score-diamond for G1E-ER4 with mCherry-MD in situ Hi-C DpnII	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/beb1eac4-69db-486b-af6b-fe4afa58960e/4DNFIKOPE179.bw	4DN	GRCm38	compartments	G1E-ER4 with mCherry-MD	DpnII	merged replicates	Hi-C on sync.G1E-ER4		Gerd Blobel, CHOP	Zhang H et al. (2019) PMID:31776509	4DNFIKOPE179	DNESWLWNWV8	compartments for G1E-ER4 with mCherry-MD in situ Hi-C DpnII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/a0859cb8-8c89-46d8-b8e9-17163bf13e13/4DNFI4C8A9NK.bed.gz	4DN	GRCm38	boundaries	G1E-ER4 with mCherry-MD	DpnII	merged replicates	Hi-C on sync.G1E-ER4		Gerd Blobel, CHOP	Zhang H et al. (2019) PMID:31776509	4DNFI4C8A9NK	DNESL3AW546	boundaries for G1E-ER4 with mCherry-MD in situ Hi-C DpnII	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/a69ce1e0-9503-4985-85e3-187b2027fa9b/4DNFI2B5FOWS.bw	4DN	GRCm38	insulation score-diamond	G1E-ER4 with mCherry-MD	DpnII	merged replicates	Hi-C on sync.G1E-ER4		Gerd Blobel, CHOP	Zhang H et al. (2019) PMID:31776509	4DNFI2B5FOWS	DNESL3AW546	insulation score-diamond for G1E-ER4 with mCherry-MD in situ Hi-C DpnII	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/d3b02e67-bf1b-4226-bb97-ac0c3581f1fd/4DNFIEAXLQLZ.bw	4DN	GRCm38	compartments	G1E-ER4 with mCherry-MD	DpnII	merged replicates	Hi-C on sync.G1E-ER4		Gerd Blobel, CHOP	Zhang H et al. (2019) PMID:31776509	4DNFIEAXLQLZ	DNESL3AW546	compartments for G1E-ER4 with mCherry-MD in situ Hi-C DpnII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/14cce0f3-c74f-4d0b-88c1-98b217712e2a/4DNFIG61BI7O.bed.gz	4DN	GRCm38	boundaries	G1E-ER4 with mCherry-MD	DpnII	merged replicates	Hi-C on sync.G1E-ER4		Gerd Blobel, CHOP	Zhang H et al. (2019) PMID:31776509	4DNFIG61BI7O	DNESTI1YC1H	boundaries for G1E-ER4 with mCherry-MD in situ Hi-C DpnII	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/46271c44-5d81-4b39-892c-dcd4af3a12ff/4DNFILHZ5VVY.bw	4DN	GRCm38	insulation score-diamond	G1E-ER4 with mCherry-MD	DpnII	merged replicates	Hi-C on sync.G1E-ER4		Gerd Blobel, CHOP	Zhang H et al. (2019) PMID:31776509	4DNFILHZ5VVY	DNESTI1YC1H	insulation score-diamond for G1E-ER4 with mCherry-MD in situ Hi-C DpnII	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/b96d745a-3c7d-4c60-ad7b-b11f2587de5b/4DNFIV1UYI3C.bw	4DN	GRCm38	compartments	G1E-ER4 with mCherry-MD	DpnII	merged replicates	Hi-C on sync.G1E-ER4		Gerd Blobel, CHOP	Zhang H et al. (2019) PMID:31776509	4DNFIV1UYI3C	DNESTI1YC1H	compartments for G1E-ER4 with mCherry-MD in situ Hi-C DpnII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/6473c361-59ab-44be-b051-2ec925dc74c2/4DNFIH685H2Z.bw	External	GRCm38	compartments	embryo	MboI	merged replicates	sisHi-C of early embryos in vitro		Wei Xie, TSINGHUA	Du Z et al. (2017) PMID:28703188	4DNFIH685H2Z	DNES7RYT7KA	compartments for embryo in situ Hi-C MboI	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/3760e01d-c7fa-4710-9bd7-2c86a0680997/4DNFI7D8864A.bed.gz	External	GRCm38	boundaries	embryo	MboI	merged replicates	sisHi-C of early embryos in vitro		Wei Xie, TSINGHUA	Du Z et al. (2017) PMID:28703188	4DNFI7D8864A	DNES6U3U9PJ	boundaries for embryo in situ Hi-C MboI	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/0475f490-cdd1-47c3-a5a7-086bf5eda47b/4DNFI3AWPRRQ.bw	External	GRCm38	insulation score-diamond	embryo	MboI	merged replicates	sisHi-C of early embryos in vitro		Wei Xie, TSINGHUA	Du Z et al. (2017) PMID:28703188	4DNFI3AWPRRQ	DNES6U3U9PJ	insulation score-diamond for embryo in situ Hi-C MboI	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/6035a609-7267-4ff5-bd6d-7745c14aaf53/4DNFI24OBK5V.bw	External	GRCm38	compartments	embryo	MboI	merged replicates	sisHi-C of early embryos in vitro		Wei Xie, TSINGHUA	Du Z et al. (2017) PMID:28703188	4DNFI24OBK5V	DNES6U3U9PJ	compartments for embryo in situ Hi-C MboI	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/9c4af9f9-c364-4b5e-b980-3859d8c25489/4DNFITLHAFZC.bw	External	GRCm38	compartments	embryo	MboI	merged replicates	sisHi-C of early embryos in vitro		Wei Xie, TSINGHUA	Du Z et al. (2017) PMID:28703188	4DNFITLHAFZC	DNESTHQ7CR1	compartments for embryo in situ Hi-C MboI	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/f9412761-cca4-4f27-b531-2f82a90f98bc/4DNFIWDL2F5C.bed.gz	External	GRCm38	boundaries	embryo	MboI	merged replicates	sisHi-C of early embryos in vitro		Wei Xie, TSINGHUA	Du Z et al. (2017) PMID:28703188	4DNFIWDL2F5C	DNESO6J5SH9	boundaries for embryo in situ Hi-C MboI	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/921121d7-9436-4677-8640-f425937ec959/4DNFIALE6C9T.bw	External	GRCm38	insulation score-diamond	embryo	MboI	merged replicates	sisHi-C of early embryos in vitro		Wei Xie, TSINGHUA	Du Z et al. (2017) PMID:28703188	4DNFIALE6C9T	DNESO6J5SH9	insulation score-diamond for embryo in situ Hi-C MboI	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/3a62db99-ef11-4824-9ed3-5a75ce0999d6/4DNFIJFKNC7V.bw	External	GRCm38	compartments	embryo	MboI	merged replicates	sisHi-C of early embryos in vitro		Wei Xie, TSINGHUA	Du Z et al. (2017) PMID:28703188	4DNFIJFKNC7V	DNESO6J5SH9	compartments for embryo in situ Hi-C MboI	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/e2da2096-3913-41a5-945e-15dcf6c0a8a2/4DNFIB16WAKX.bw	External	GRCm38	compartments	cerebral cortex	MboI	merged replicates	sisHi-C during early embryonic development		Wei Xie, TSINGHUA	Du Z et al. (2017) PMID:28703188	4DNFIB16WAKX	DNESUQT299T	compartments for cerebral cortex in situ Hi-C MboI	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/e28d5fca-b324-41fd-ba14-6c37b415e5b5/4DNFIHF7EGN9.bed.gz	External	GRCm38	boundaries	R1 mESC line	MboI	merged replicates	sisHi-C during early embryonic development		Wei Xie, TSINGHUA	Du Z et al. (2017) PMID:28703188	4DNFIHF7EGN9	DNESMXBLGKA	boundaries for R1 mESC line in situ Hi-C MboI	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/f3c33e2b-3e26-494c-a671-4c1f09031ddc/4DNFI6UMBLD8.bw	External	GRCm38	insulation score-diamond	R1 mESC line	MboI	merged replicates	sisHi-C during early embryonic development		Wei Xie, TSINGHUA	Du Z et al. (2017) PMID:28703188	4DNFI6UMBLD8	DNESMXBLGKA	insulation score-diamond for R1 mESC line in situ Hi-C MboI	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/c6c654a0-c4f9-4d65-b35a-4dc3c57ca6d4/4DNFI9685Y2G.bw	External	GRCm38	compartments	R1 mESC line	MboI	merged replicates	sisHi-C during early embryonic development		Wei Xie, TSINGHUA	Du Z et al. (2017) PMID:28703188	4DNFI9685Y2G	DNESMXBLGKA	compartments for R1 mESC line in situ Hi-C MboI	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/72f55e22-f202-4fae-9346-b553427c0d1c/4DNFIZM9NUA9.bed.gz	External	GRCm38	boundaries	inner cell mass	MboI	merged replicates	sisHi-C during early embryonic development		Wei Xie, TSINGHUA	Du Z et al. (2017) PMID:28703188	4DNFIZM9NUA9	DNESSL62JQK	boundaries for inner cell mass in situ Hi-C MboI	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/629f44ca-b3ab-4c10-9fbd-28e8c0c315a6/4DNFIGCODRYT.bw	External	GRCm38	insulation score-diamond	inner cell mass	MboI	merged replicates	sisHi-C during early embryonic development		Wei Xie, TSINGHUA	Du Z et al. (2017) PMID:28703188	4DNFIGCODRYT	DNESSL62JQK	insulation score-diamond for inner cell mass in situ Hi-C MboI	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/7f743a24-d733-4e3e-9a58-f13ddf7c2e1d/4DNFIQYN18PW.bw	External	GRCm38	compartments	inner cell mass	MboI	merged replicates	sisHi-C during early embryonic development		Wei Xie, TSINGHUA	Du Z et al. (2017) PMID:28703188	4DNFIQYN18PW	DNESSL62JQK	compartments for inner cell mass in situ Hi-C MboI	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/b820bbcc-7b02-4195-a4cc-8ad6135c05fd/4DNFIFQPWSLY.bed.gz	External	GRCm38	boundaries	8-cell stage embryo	MboI	merged replicates	sisHi-C during early embryonic development		Wei Xie, TSINGHUA	Du Z et al. (2017) PMID:28703188	4DNFIFQPWSLY	DNESWPY49OL	boundaries for 8-cell stage embryo in situ Hi-C MboI	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/bbfc3083-5e0c-4560-a5c1-6c6fd38985a6/4DNFI64DUT5D.bw	External	GRCm38	insulation score-diamond	8-cell stage embryo	MboI	merged replicates	sisHi-C during early embryonic development		Wei Xie, TSINGHUA	Du Z et al. (2017) PMID:28703188	4DNFI64DUT5D	DNESWPY49OL	insulation score-diamond for 8-cell stage embryo in situ Hi-C MboI	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/6c5bd05e-f365-4229-a874-63b51c480202/4DNFIZSWYRZ5.bw	External	GRCm38	compartments	8-cell stage embryo	MboI	merged replicates	sisHi-C during early embryonic development		Wei Xie, TSINGHUA	Du Z et al. (2017) PMID:28703188	4DNFIZSWYRZ5	DNESWPY49OL	compartments for 8-cell stage embryo in situ Hi-C MboI	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/4fc03d82-971b-44c0-b672-78901d56ad3b/4DNFIY5REBMH.bed.gz	External	GRCm38	boundaries	Late 2-cell stage embryo	MboI	merged replicates	sisHi-C during early embryonic development		Wei Xie, TSINGHUA	Du Z et al. (2017) PMID:28703188	4DNFIY5REBMH	DNESXZHIUAU	boundaries for Late 2-cell stage embryo in situ Hi-C MboI	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/bc88c312-028f-4add-8905-4704b8fc1fd8/4DNFIO5KPIST.bw	External	GRCm38	insulation score-diamond	Late 2-cell stage embryo	MboI	merged replicates	sisHi-C during early embryonic development		Wei Xie, TSINGHUA	Du Z et al. (2017) PMID:28703188	4DNFIO5KPIST	DNESXZHIUAU	insulation score-diamond for Late 2-cell stage embryo in situ Hi-C MboI	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/e6304c8e-8fea-4b15-868c-06dd5a699a9e/4DNFIDPVH354.bw	External	GRCm38	compartments	Late 2-cell stage embryo	MboI	merged replicates	sisHi-C during early embryonic development		Wei Xie, TSINGHUA	Du Z et al. (2017) PMID:28703188	4DNFIDPVH354	DNESXZHIUAU	compartments for Late 2-cell stage embryo in situ Hi-C MboI	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/aa07fbba-31ff-43e0-9602-8d9680daf318/4DNFIKSZDAMW.bed.gz	External	GRCm38	boundaries	Early 2-cell stage embryo	MboI	merged replicates	sisHi-C during early embryonic development		Wei Xie, TSINGHUA	Du Z et al. (2017) PMID:28703188	4DNFIKSZDAMW	DNESICXDTH7	boundaries for Early 2-cell stage embryo in situ Hi-C MboI	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/c3ee740a-ecf2-4646-8bc5-fef4fa73cb1c/4DNFIWCAZVSX.bw	External	GRCm38	insulation score-diamond	Early 2-cell stage embryo	MboI	merged replicates	sisHi-C during early embryonic development		Wei Xie, TSINGHUA	Du Z et al. (2017) PMID:28703188	4DNFIWCAZVSX	DNESICXDTH7	insulation score-diamond for Early 2-cell stage embryo in situ Hi-C MboI	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/972eaed5-41a3-4c32-ba19-8b8fbb9b50c1/4DNFIN5TIBW2.bw	External	GRCm38	compartments	Early 2-cell stage embryo	MboI	merged replicates	sisHi-C during early embryonic development		Wei Xie, TSINGHUA	Du Z et al. (2017) PMID:28703188	4DNFIN5TIBW2	DNESICXDTH7	compartments for Early 2-cell stage embryo in situ Hi-C MboI	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/4ea3af26-fe88-4cd6-9f31-66b70f082378/4DNFI4969EKL.bed.gz	External	GRCm38	boundaries	PN5 stage zygote	MboI	merged replicates	sisHi-C during early embryonic development		Wei Xie, TSINGHUA	Du Z et al. (2017) PMID:28703188	4DNFI4969EKL	DNES1J8MC4Q	boundaries for PN5 stage zygote in situ Hi-C MboI	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/5ea3bfe1-2943-4577-912c-9bede323341b/4DNFIKASM18W.bw	External	GRCm38	insulation score-diamond	PN5 stage zygote	MboI	merged replicates	sisHi-C during early embryonic development		Wei Xie, TSINGHUA	Du Z et al. (2017) PMID:28703188	4DNFIKASM18W	DNES1J8MC4Q	insulation score-diamond for PN5 stage zygote in situ Hi-C MboI	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/072da858-cb3e-45b2-b335-75ebc207ff33/4DNFIGCPSS6T.bw	External	GRCm38	compartments	PN5 stage zygote	MboI	merged replicates	sisHi-C during early embryonic development		Wei Xie, TSINGHUA	Du Z et al. (2017) PMID:28703188	4DNFIGCPSS6T	DNES1J8MC4Q	compartments for PN5 stage zygote in situ Hi-C MboI	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/edd9a998-3c40-4492-837a-068656804f5e/4DNFI7MVOZ5L.bed.gz	External	GRCm38	boundaries	PN3 stage zygote	MboI	merged replicates	sisHi-C during early embryonic development		Wei Xie, TSINGHUA	Du Z et al. (2017) PMID:28703188	4DNFI7MVOZ5L	DNES3JWOSVS	boundaries for PN3 stage zygote in situ Hi-C MboI	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/9ca2dae9-0bd3-4b79-9d26-9b5f890076d3/4DNFI8O5TDHT.bw	External	GRCm38	insulation score-diamond	PN3 stage zygote	MboI	merged replicates	sisHi-C during early embryonic development		Wei Xie, TSINGHUA	Du Z et al. (2017) PMID:28703188	4DNFI8O5TDHT	DNES3JWOSVS	insulation score-diamond for PN3 stage zygote in situ Hi-C MboI	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/9b75fb8c-65be-4e27-8ba5-171af175a0c0/4DNFI552V6XE.bw	External	GRCm38	compartments	PN3 stage zygote	MboI	merged replicates	sisHi-C during early embryonic development		Wei Xie, TSINGHUA	Du Z et al. (2017) PMID:28703188	4DNFI552V6XE	DNES3JWOSVS	compartments for PN3 stage zygote in situ Hi-C MboI	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/1996430f-5198-41f7-ac99-417f2cba2c5e/4DNFIR4F63SC.bw	External	GRCm38	compartments	sperm	MboI	merged replicates	sisHi-C during early embryonic development		Wei Xie, TSINGHUA	Du Z et al. (2017) PMID:28703188	4DNFIR4F63SC	DNESTRKO6LB	compartments for sperm in situ Hi-C MboI	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/34a0e6ed-eb7e-4e47-8d73-b8f306bb696a/4DNFIV988JSO.bw	External	GRCm38	compartments	retinal neural layer	HindIII	merged replicates	Hi-C on inverted or conventional neurons		Job Dekker, UMMS	Falk M et al. (2019) PMID:31168090	4DNFIV988JSO	DNESUCQ2Q6H	compartments for retinal neural layer Dilution Hi-C HindIII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/d17527f2-567c-4210-aed8-9feb9c0b8679/4DNFI73VG97X.bw	External	GRCm38	compartments	retinal rod cell	HindIII	merged replicates	Hi-C on inverted or conventional neurons		Job Dekker, UMMS	Falk M et al. (2019) PMID:31168090	4DNFI73VG97X	DNESIWJ86NK	compartments for retinal rod cell Dilution Hi-C HindIII	rgb(249,88,148)	rgb(213,144,182)
